user_id,item_id,rating,movie_name
339,461,5,Smoke (1995)
256,89,5,Blade Runner (1982)
399,413,2,Tales from the Crypt Presents: Bordello of Blood (1996)
379,528,5,"Killing Fields, The (1984)"
402,511,5,Lawrence of Arabia (1962)
223,295,3,Breakdown (1997)
90,889,3,"Tango Lesson, The (1997)"
89,13,2,Mighty Aphrodite (1995)
42,387,3,"Age of Innocence, The (1993)"
272,211,5,M*A*S*H (1970)
346,394,4,Radioland Murders (1994)
176,111,4,"Truth About Cats & Dogs, The (1996)"
450,1203,3,Top Hat (1935)
159,595,5,"Fan, The (1996)"
174,846,5,To Gillian on Her 37th Birthday (1996)
87,216,5,When Harry Met Sally... (1989)
270,183,5,Alien (1979)
85,190,4,Henry V (1989)
282,689,2,"Jackal, The (1997)"
374,291,3,Absolute Power (1997)
342,111,3,"Truth About Cats & Dogs, The (1996)"
286,381,5,Muriel's Wedding (1994)
339,447,4,Carrie (1976)
314,946,5,"Fox and the Hound, The (1981)"
472,193,5,"Right Stuff, The (1983)"
244,471,1,Courage Under Fire (1996)
224,28,4,Apollo 13 (1995)
358,918,1,City of Angels (1998)
269,148,1,"Ghost and the Darkness, The (1996)"
60,593,5,Stalingrad (1993)
37,27,4,Bad Boys (1995)
117,33,4,Desperado (1995)
200,188,4,Full Metal Jacket (1987)
232,209,3,This Is Spinal Tap (1984)
130,1046,4,Malice (1993)
110,315,4,Apt Pupil (1998)
110,173,1,"Princess Bride, The (1987)"
399,746,5,Real Genius (1985)
321,1331,4,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"
181,1363,1,"Leopard Son, The (1996)"
357,1,5,Toy Story (1995)
406,183,5,Alien (1979)
322,234,4,Jaws (1975)
290,1079,2,Joe's Apartment (1996)
430,234,4,Jaws (1975)
159,24,5,Rumble in the Bronx (1995)
428,750,5,Amistad (1997)
286,1280,5,Gang Related (1997)
194,403,2,Batman (1989)
145,242,5,Kolya (1996)
457,58,4,Quiz Show (1994)
369,168,3,Monty Python and the Holy Grail (1974)
454,144,4,Die Hard (1988)
42,371,4,"Bridges of Madison County, The (1995)"
390,515,4,"Boot, Das (1981)"
11,274,3,Sabrina (1995)
286,125,4,Phenomenon (1996)
200,679,4,Conan the Barbarian (1981)
398,167,3,Private Benjamin (1980)
222,407,2,Spy Hard (1996)
435,597,3,Eraser (1996)
326,170,2,Cinema Paradiso (1988)
119,591,4,Primal Fear (1996)
410,313,5,Titanic (1997)
221,64,5,"Shawshank Redemption, The (1994)"
442,834,2,Halloween: The Curse of Michael Myers (1995)
115,596,1,"Hunchback of Notre Dame, The (1996)"
435,204,3,Back to the Future (1985)
18,378,3,Miracle on 34th Street (1994)
449,212,5,"Unbearable Lightness of Being, The (1988)"
193,246,3,Chasing Amy (1997)
389,47,4,Ed Wood (1994)
472,877,3,Excess Baggage (1997)
378,401,4,"Brady Bunch Movie, The (1995)"
130,1039,4,Hamlet (1996)
99,28,3,Apollo 13 (1995)
145,820,2,Space Jam (1996)
272,746,3,Real Genius (1985)
62,250,5,"Fifth Element, The (1997)"
452,276,1,Leaving Las Vegas (1995)
381,631,4,"Crying Game, The (1992)"
373,421,4,William Shakespeare's Romeo and Juliet (1996)
96,187,5,"Godfather: Part II, The (1974)"
350,204,4,Back to the Future (1985)
425,177,3,"Good, The Bad and The Ugly, The (1966)"
26,1,3,Toy Story (1995)
452,201,1,Evil Dead II (1987)
399,41,2,Billy Madison (1995)
90,162,5,On Golden Pond (1981)
30,242,5,Kolya (1996)
422,270,3,Gattaca (1997)
380,31,1,Crimson Tide (1995)
64,81,4,"Hudsucker Proxy, The (1994)"
41,474,5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
365,762,4,Beautiful Girls (1996)
233,584,4,"Secret Garden, The (1993)"
280,118,2,Twister (1996)
92,456,2,Beverly Hills Ninja (1997)
42,1047,4,Multiplicity (1996)
452,89,5,Blade Runner (1982)
154,474,5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
42,427,4,To Kill a Mockingbird (1962)
121,124,5,Lone Star (1996)
291,1073,5,Shallow Grave (1994)
393,842,4,Pollyanna (1960)
144,1138,4,Best Men (1997)
102,778,3,Don Juan DeMarco (1995)
223,476,3,"First Wives Club, The (1996)"
286,47,4,Ed Wood (1994)
348,412,2,"Very Brady Sequel, A (1996)"
188,568,4,Speed (1994)
346,22,5,Braveheart (1995)
98,629,5,Victor/Victoria (1982)
162,1011,4,2 Days in the Valley (1996)
85,385,3,True Lies (1994)
459,358,2,Spawn (1997)
92,167,3,Private Benjamin (1980)
108,304,3,Fly Away Home (1996)
327,132,5,"Wizard of Oz, The (1939)"
309,331,5,"Edge, The (1997)"
23,95,4,Aladdin (1992)
43,742,5,Ransom (1996)
450,710,3,Better Off Dead... (1985)
234,1203,4,Top Hat (1935)
108,718,4,In the Bleak Midwinter (1995)
343,66,3,While You Were Sleeping (1995)
305,963,4,Some Folks Call It a Sling Blade (1993)
314,762,4,Beautiful Girls (1996)
319,340,3,Boogie Nights (1997)
345,1053,3,Now and Then (1995)
437,710,4,Better Off Dead... (1985)
225,1203,5,Top Hat (1935)
401,71,2,"Lion King, The (1994)"
472,258,5,Contact (1997)
312,633,5,"Christmas Carol, A (1938)"
64,209,5,This Is Spinal Tap (1984)
65,65,3,What's Eating Gilbert Grape (1993)
59,963,5,Some Folks Call It a Sling Blade (1993)
447,9,2,Dead Man Walking (1995)
11,423,5,E.T. the Extra-Terrestrial (1982)
256,38,4,"Net, The (1995)"
85,195,3,"Terminator, The (1984)"
471,95,4,Aladdin (1992)
407,1118,4,Up in Smoke (1978)
383,427,5,To Kill a Mockingbird (1962)
214,752,2,"Replacement Killers, The (1998)"
145,209,4,This Is Spinal Tap (1984)
463,455,3,Jackie Chan's First Strike (1996)
177,154,4,Monty Python's Life of Brian (1979)
456,274,3,Sabrina (1995)
174,388,1,Beverly Hills Cop III (1994)
224,280,4,Up Close and Personal (1996)
223,1291,3,Celtic Pride (1996)
234,22,4,Braveheart (1995)
315,382,4,"Adventures of Priscilla, Queen of the Desert, The (1994)"
450,152,5,Sleeper (1973)
406,7,4,Twelve Monkeys (1995)
414,678,1,Volcano (1997)
158,173,5,"Princess Bride, The (1987)"
397,288,4,Scream (1996)
178,123,4,"Frighteners, The (1996)"
472,168,5,Monty Python and the Holy Grail (1974)
417,422,3,Aladdin and the King of Thieves (1996)
416,549,4,Rob Roy (1995)
137,181,5,Return of the Jedi (1983)
230,71,5,"Lion King, The (1994)"
295,720,4,First Knight (1995)
216,475,5,Trainspotting (1996)
433,682,2,I Know What You Did Last Summer (1997)
216,188,5,Full Metal Jacket (1987)
280,699,4,Little Women (1994)
234,1200,3,Kim (1950)
24,127,5,"Godfather, The (1972)"
281,288,4,Scream (1996)
45,823,4,Mulholland Falls (1996)
13,51,3,Legends of the Fall (1994)
334,500,3,Fly Away Home (1996)
471,140,5,Homeward Bound: The Incredible Journey (1993)
271,193,5,"Right Stuff, The (1983)"
432,871,2,Vegas Vacation (1997)
303,156,5,Reservoir Dogs (1992)
436,787,5,Roommates (1995)
327,1,4,Toy Story (1995)
307,286,3,"English Patient, The (1996)"
290,139,2,"Love Bug, The (1969)"
94,274,4,Sabrina (1995)
236,659,3,Arsenic and Old Lace (1944)
405,53,2,Natural Born Killers (1994)
295,386,4,Addams Family Values (1993)
149,326,3,G.I. Jane (1997)
450,304,4,Fly Away Home (1996)
351,751,4,Tomorrow Never Dies (1997)
411,770,4,Devil in a Blue Dress (1995)
335,313,3,Titanic (1997)
416,10,3,Richard III (1995)
324,288,5,Scream (1996)
151,483,5,Casablanca (1942)
334,347,3,Wag the Dog (1997)
269,469,4,Short Cuts (1993)
95,415,3,"Apple Dumpling Gang, The (1975)"
336,790,2,Tommy Boy (1995)
95,1231,1,Marked for Death (1990)
131,124,5,Lone Star (1996)
175,100,2,Fargo (1996)
472,449,5,Star Trek: The Motion Picture (1979)
336,401,1,"Brady Bunch Movie, The (1995)"
109,179,4,"Clockwork Orange, A (1971)"
407,382,3,"Adventures of Priscilla, Queen of the Desert, The (1994)"
309,1025,5,Fire Down Below (1997)
466,354,2,"Wedding Singer, The (1998)"
136,286,5,"English Patient, The (1996)"
294,122,3,"Cable Guy, The (1996)"
378,174,4,Raiders of the Lost Ark (1981)
342,727,3,Immortal Beloved (1994)
450,520,5,"Great Escape, The (1963)"
410,289,1,Evita (1996)
7,499,4,Cat on a Hot Tin Roof (1958)
169,213,5,"Room with a View, A (1986)"
138,13,4,Mighty Aphrodite (1995)
405,753,1,Burnt By the Sun (1994)
398,993,3,Hercules (1997)
222,623,2,Angels in the Outfield (1994)
405,693,2,Casino (1995)
447,206,4,Akira (1988)
66,24,3,Rumble in the Bronx (1995)
436,215,4,Field of Dreams (1989)
334,429,4,"Day the Earth Stood Still, The (1951)"
293,582,4,"Piano, The (1993)"
119,597,4,Eraser (1996)
271,130,1,Kansas City (1996)
105,288,4,Scream (1996)
405,1530,1,Jefferson in Paris (1995)
42,290,3,Fierce Creatures (1997)
429,636,3,Escape from New York (1981)
345,568,4,Speed (1994)
331,223,4,Sling Blade (1996)
207,660,4,Fried Green Tomatoes (1991)
255,200,3,"Shining, The (1980)"
87,321,2,Mother (1996)
174,742,4,Ransom (1996)
13,329,2,Desperate Measures (1998)
145,407,2,Spy Hard (1996)
337,222,5,Star Trek: First Contact (1996)
334,239,3,Sneakers (1992)
465,114,4,Wallace & Gromit: The Best of Aardman Animation (1996)
1,22,4,Braveheart (1995)
435,1039,4,Hamlet (1996)
223,1009,1,Stealing Beauty (1996)
119,50,5,Star Wars (1977)
367,406,4,Thinner (1996)
10,216,4,When Harry Met Sally... (1989)
189,423,5,E.T. the Extra-Terrestrial (1982)
276,153,4,"Fish Called Wanda, A (1988)"
303,321,3,Mother (1996)
152,1054,1,Mr. Wrong (1996)
455,738,3,Threesome (1994)
308,712,4,Tin Men (1987)
456,187,4,"Godfather: Part II, The (1974)"
98,523,5,Cool Hand Luke (1967)
416,106,3,Diabolique (1996)
5,21,3,Muppet Treasure Island (1996)
1,21,1,Muppet Treasure Island (1996)
407,510,4,"Magnificent Seven, The (1954)"
453,1157,2,"Relic, The (1997)"
314,278,5,Bed of Roses (1996)
403,546,3,Broken Arrow (1996)
227,322,3,Murder at 1600 (1997)
110,1231,2,Marked for Death (1990)
44,946,3,"Fox and the Hound, The (1981)"
391,678,2,Volcano (1997)
291,685,5,Executive Decision (1996)
125,748,3,"Saint, The (1997)"
394,383,2,"Flintstones, The (1994)"
297,17,3,From Dusk Till Dawn (1996)
150,324,4,Lost Highway (1997)
63,929,3,Harriet the Spy (1996)
13,804,2,Jimmy Hollywood (1994)
450,642,4,"Grifters, The (1990)"
215,229,3,Star Trek III: The Search for Spock (1984)
75,301,4,In & Out (1997)
370,294,1,Liar Liar (1997)
167,1308,1,Babyfever (1994)
178,2,4,GoldenEye (1995)
177,421,3,William Shakespeare's Romeo and Juliet (1996)
288,22,5,Braveheart (1995)
145,1288,4,Denise Calls Up (1995)
269,1148,4,Tom & Viv (1994)
459,357,4,One Flew Over the Cuckoo's Nest (1975)
274,71,4,"Lion King, The (1994)"
177,343,3,Alien: Resurrection (1997)
456,1248,3,Blink (1994)
269,1479,2,Reckless (1995)
159,832,3,Bogus (1996)
460,744,3,Michael Collins (1996)
83,2,4,GoldenEye (1995)
373,527,4,Gandhi (1982)
442,184,2,Army of Darkness (1993)
194,456,1,Beverly Hills Ninja (1997)
13,4,5,Get Shorty (1995)
87,230,5,Star Trek IV: The Voyage Home (1986)
436,98,4,"Silence of the Lambs, The (1991)"
412,526,4,Ben-Hur (1959)
7,617,5,"Blue Angel, The (Blaue Engel, Der) (1930)"
138,435,5,Butch Cassidy and the Sundance Kid (1969)
145,1047,3,Multiplicity (1996)
405,462,2,Like Water For Chocolate (Como agua para chocolate) (1992)
327,88,2,Sleepless in Seattle (1993)
407,56,5,Pulp Fiction (1994)
42,15,4,Mr. Holland's Opus (1995)
417,449,3,Star Trek: The Motion Picture (1979)
21,551,3,Lord of Illusions (1995)
7,219,1,"Nightmare on Elm Street, A (1984)"
168,125,4,Phenomenon (1996)
110,96,4,Terminator 2: Judgment Day (1991)
276,380,3,Star Trek: Generations (1994)
406,515,2,"Boot, Das (1981)"
429,1285,3,Princess Caraboo (1994)
437,663,5,Being There (1979)
264,192,4,Raging Bull (1980)
144,20,4,Angels and Insects (1995)
295,238,4,Raising Arizona (1987)
145,673,4,Cape Fear (1962)
334,131,4,Breakfast at Tiffany's (1961)
386,1016,4,Con Air (1997)
346,572,5,Blown Away (1994)
389,568,3,Speed (1994)
455,724,3,Circle of Friends (1995)
222,540,3,Money Train (1995)
24,249,4,Austin Powers: International Man of Mystery (1997)
279,594,1,Heavy (1995)
444,916,3,Lost in Space (1998)
215,523,4,Cool Hand Luke (1967)
193,187,4,"Godfather: Part II, The (1974)"
318,1120,3,I'm Not Rappaport (1996)
200,1,5,Toy Story (1995)
447,760,4,Screamers (1995)
244,451,4,Grease (1978)
144,470,2,Tombstone (1993)
59,51,5,Legends of the Fall (1994)
295,420,4,Alice in Wonderland (1951)
23,408,5,"Close Shave, A (1995)"
317,313,4,Titanic (1997)
367,561,4,Mary Shelley's Frankenstein (1994)
198,187,4,"Godfather: Part II, The (1974)"
188,1263,3,Foxfire (1996)
267,33,5,Desperado (1995)
201,448,3,"Omen, The (1976)"
198,979,5,"Trigger Effect, The (1996)"
151,98,4,"Silence of the Lambs, The (1991)"
342,663,4,Being There (1979)
407,416,3,Old Yeller (1957)
99,64,5,"Shawshank Redemption, The (1994)"
405,1119,3,Some Kind of Wonderful (1987)
407,371,2,"Bridges of Madison County, The (1995)"
128,622,4,Swiss Family Robinson (1960)
178,197,2,"Graduate, The (1967)"
405,77,1,"Firm, The (1993)"
299,264,2,Mimic (1997)
457,156,5,Reservoir Dogs (1992)
108,222,2,Star Trek: First Contact (1996)
394,561,4,Mary Shelley's Frankenstein (1994)
95,520,4,"Great Escape, The (1963)"
291,825,4,"Arrival, The (1996)"
303,953,3,Unstrung Heroes (1995)
450,494,3,His Girl Friday (1940)
222,89,5,Blade Runner (1982)
363,428,5,Harold and Maude (1971)
397,95,4,Aladdin (1992)
21,123,4,"Frighteners, The (1996)"
184,736,3,Shadowlands (1993)
324,255,4,My Best Friend's Wedding (1997)
75,225,2,101 Dalmatians (1996)
389,604,4,It Happened One Night (1934)
130,132,5,"Wizard of Oz, The (1939)"
276,197,5,"Graduate, The (1967)"
64,313,4,Titanic (1997)
27,50,3,Star Wars (1977)
456,979,3,"Trigger Effect, The (1996)"
340,588,5,Beauty and the Beast (1991)
135,173,4,"Princess Bride, The (1987)"
125,211,3,M*A*S*H (1970)
403,925,4,Unforgettable (1996)
290,15,4,Mr. Holland's Opus (1995)
166,751,4,Tomorrow Never Dies (1997)
417,692,4,"American President, The (1995)"
423,333,3,"Game, The (1997)"
21,767,1,"Addiction, The (1995)"
59,919,4,"City of Lost Children, The (1995)"
352,273,2,Heat (1995)
363,137,5,Big Night (1996)
288,180,5,Apocalypse Now (1979)
406,633,5,"Christmas Carol, A (1938)"
235,194,5,"Sting, The (1973)"
340,486,4,Sabrina (1954)
145,558,2,Heavenly Creatures (1994)
109,231,3,Batman Returns (1992)
181,1339,1,Stefano Quantestorie (1993)
417,1014,4,Romy and Michele's High School Reunion (1997)
11,433,4,Heathers (1989)
426,428,2,Harold and Maude (1971)
117,748,3,"Saint, The (1997)"
312,89,5,Blade Runner (1982)
416,258,5,Contact (1997)
410,538,3,Anastasia (1997)
305,96,3,Terminator 2: Judgment Day (1991)
95,127,4,"Godfather, The (1972)"
383,639,4,"Tin Drum, The (Blechtrommel, Die) (1979)"
452,121,5,Independence Day (ID4) (1996)
295,965,4,Funny Face (1957)
383,135,5,2001: A Space Odyssey (1968)
236,504,3,Bonnie and Clyde (1967)
373,155,4,Dirty Dancing (1987)
85,150,3,Swingers (1996)
406,692,3,"American President, The (1995)"
225,566,4,Clear and Present Danger (1994)
465,216,3,When Harry Met Sally... (1989)
305,628,4,Sleepers (1996)
265,1197,2,"Family Thing, A (1996)"
160,169,4,"Wrong Trousers, The (1993)"
308,235,3,Mars Attacks! (1996)
106,274,3,Sabrina (1995)
469,513,5,"Third Man, The (1949)"
246,210,3,Indiana Jones and the Last Crusade (1989)
305,12,5,"Usual Suspects, The (1995)"
342,123,5,"Frighteners, The (1996)"
233,506,5,Rebel Without a Cause (1955)
300,456,4,Beverly Hills Ninja (1997)
26,300,4,Air Force One (1997)
200,515,5,"Boot, Das (1981)"
311,185,2,Psycho (1960)
11,749,5,"MatchMaker, The (1997)"
5,427,3,To Kill a Mockingbird (1962)
329,197,4,"Graduate, The (1967)"
105,270,5,Gattaca (1997)
329,705,3,Singin' in the Rain (1952)
1,179,3,"Clockwork Orange, A (1971)"
298,183,3,Alien (1979)
460,275,3,Sense and Sensibility (1995)
403,148,5,"Ghost and the Darkness, The (1996)"
425,678,1,Volcano (1997)
21,453,2,Jaws 3-D (1983)
360,1197,3,"Family Thing, A (1996)"
464,289,4,Evita (1996)
56,151,4,Willy Wonka and the Chocolate Factory (1971)
460,20,4,Angels and Insects (1995)
324,123,4,"Frighteners, The (1996)"
110,69,4,Forrest Gump (1994)
320,92,5,True Romance (1993)
366,559,5,Interview with the Vampire (1994)
331,1141,3,"War Room, The (1993)"
239,484,5,"Maltese Falcon, The (1941)"
59,435,5,Butch Cassidy and the Sundance Kid (1969)
197,232,4,Young Guns (1988)
330,252,4,"Lost World: Jurassic Park, The (1997)"
405,175,1,Brazil (1985)
334,582,5,"Piano, The (1993)"
442,230,3,Star Trek IV: The Voyage Home (1986)
312,863,5,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
230,621,2,"Davy Crockett, King of the Wild Frontier (1955)"
435,587,3,"Hour of the Pig, The (1993)"
90,632,5,Sophie's Choice (1982)
59,612,3,Lost Horizon (1937)
416,928,3,"Craft, The (1996)"
313,624,4,"Three Caballeros, The (1945)"
10,211,5,M*A*S*H (1970)
342,248,3,Grosse Pointe Blank (1997)
223,95,5,Aladdin (1992)
249,1012,3,Private Parts (1997)
383,272,3,Good Will Hunting (1997)
469,855,4,Diva (1981)
90,474,5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
466,181,4,Return of the Jedi (1983)
128,193,3,"Right Stuff, The (1983)"
288,223,3,Sling Blade (1996)
198,173,4,"Princess Bride, The (1987)"
347,403,5,Batman (1989)
280,546,4,Broken Arrow (1996)
385,616,4,Night of the Living Dead (1968)
125,728,3,Junior (1994)
203,475,3,Trainspotting (1996)
49,91,5,"Nightmare Before Christmas, The (1993)"
347,820,2,Space Jam (1996)
319,307,4,"Devil's Advocate, The (1997)"
10,531,5,Shine (1996)
422,448,4,"Omen, The (1976)"
406,30,4,Belle de jour (1967)
380,161,2,Top Gun (1986)
244,32,2,Crumb (1994)
379,9,4,Dead Man Walking (1995)
406,735,3,Philadelphia (1993)
416,288,5,Scream (1996)
201,188,4,Full Metal Jacket (1987)
472,1011,4,2 Days in the Valley (1996)
255,831,4,Escape from L.A. (1996)
275,294,4,Liar Liar (1997)
437,479,5,Vertigo (1958)
213,502,5,Bananas (1971)
271,239,3,Sneakers (1992)
326,136,4,Mr. Smith Goes to Washington (1939)
339,675,4,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
63,258,3,Contact (1997)
222,772,2,Kids (1995)
92,122,3,"Cable Guy, The (1996)"
243,7,3,Twelve Monkeys (1995)
345,117,4,"Rock, The (1996)"
303,222,3,Star Trek: First Contact (1996)
474,410,2,Kingpin (1996)
275,50,4,Star Wars (1977)
21,263,1,Steel (1997)
37,127,4,"Godfather, The (1972)"
450,847,4,Looking for Richard (1996)
38,681,5,Wishmaster (1997)
425,690,1,Seven Years in Tibet (1997)
104,1012,4,Private Parts (1997)
354,7,4,Twelve Monkeys (1995)
99,342,1,"Man Who Knew Too Little, The (1997)"
454,705,3,Singin' in the Rain (1952)
126,272,3,Good Will Hunting (1997)
379,187,5,"Godfather: Part II, The (1974)"
311,216,5,When Harry Met Sally... (1989)
385,603,5,Rear Window (1954)
405,669,1,Body Parts (1991)
295,729,4,Nell (1994)
269,517,4,Manhattan (1979)
224,556,1,Wild Bill (1995)
476,715,4,To Die For (1995)
425,53,4,Natural Born Killers (1994)
222,769,2,Congo (1995)
91,568,2,Speed (1994)
327,508,2,"People vs. Larry Flynt, The (1996)"
62,188,3,Full Metal Jacket (1987)
398,4,2,Get Shorty (1995)
141,282,5,"Time to Kill, A (1996)"
419,488,5,Sunset Blvd. (1950)
343,427,5,To Kill a Mockingbird (1962)
125,56,1,Pulp Fiction (1994)
181,235,1,Mars Attacks! (1996)
380,134,3,Citizen Kane (1941)
312,276,4,Leaving Las Vegas (1995)
343,174,5,Raiders of the Lost Ark (1981)
385,1524,5,Kaspar Hauser (1993)
457,758,2,Lawnmower Man 2: Beyond Cyberspace (1996)
13,96,4,Terminator 2: Judgment Day (1991)
399,684,3,In the Line of Fire (1993)
389,712,3,Tin Men (1987)
344,7,4,Twelve Monkeys (1995)
407,313,4,Titanic (1997)
395,338,4,Bean (1997)
418,344,1,"Apostle, The (1997)"
373,660,4,Fried Green Tomatoes (1991)
378,1523,2,"Good Man in Africa, A (1994)"
307,83,5,Much Ado About Nothing (1993)
389,50,5,Star Wars (1977)
458,530,4,"Man Who Would Be King, The (1975)"
435,171,5,Delicatessen (1991)
60,618,3,Picnic (1955)
87,789,3,Swimming with Sharks (1995)
328,620,3,"Chamber, The (1996)"
402,222,4,Star Trek: First Contact (1996)
391,510,5,"Magnificent Seven, The (1954)"
267,944,3,Renaissance Man (1994)
408,300,3,Air Force One (1997)
472,233,4,Under Siege (1992)
403,181,4,Return of the Jedi (1983)
271,756,2,Father of the Bride Part II (1995)
7,216,4,When Harry Met Sally... (1989)
246,25,3,"Birdcage, The (1996)"
139,740,2,Jane Eyre (1996)
389,558,4,Heavenly Creatures (1994)
190,354,4,"Wedding Singer, The (1998)"
257,269,3,"Full Monty, The (1997)"
409,429,5,"Day the Earth Stood Still, The (1951)"
402,32,3,Crumb (1994)
201,435,4,Butch Cassidy and the Sundance Kid (1969)
452,186,1,"Blues Brothers, The (1980)"
407,173,5,"Princess Bride, The (1987)"
412,117,4,"Rock, The (1996)"
92,153,4,"Fish Called Wanda, A (1988)"
339,403,3,Batman (1989)
416,652,4,Rosencrantz and Guildenstern Are Dead (1990)
326,208,3,Young Frankenstein (1974)
202,258,4,Contact (1997)
13,838,1,In the Line of Duty 2 (1987)
474,480,5,North by Northwest (1959)
246,420,3,Alice in Wonderland (1951)
122,673,3,Cape Fear (1962)
276,591,3,Primal Fear (1996)
221,385,4,True Lies (1994)
75,235,4,Mars Attacks! (1996)
69,123,4,"Frighteners, The (1996)"
218,173,3,"Princess Bride, The (1987)"
186,79,5,"Fugitive, The (1993)"
445,121,1,Independence Day (ID4) (1996)
180,778,2,Don Juan DeMarco (1995)
42,469,4,Short Cuts (1993)
13,559,1,Interview with the Vampire (1994)
233,483,5,Casablanca (1942)
79,306,5,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
445,246,1,Chasing Amy (1997)
94,381,4,Muriel's Wedding (1994)
380,414,2,My Favorite Year (1982)
450,559,3,Interview with the Vampire (1994)
417,550,3,Die Hard: With a Vengeance (1995)
138,187,5,"Godfather: Part II, The (1974)"
141,335,1,How to Be a Player (1997)
184,221,5,Breaking the Waves (1996)
88,308,4,FairyTale: A True Story (1997)
474,68,3,"Crow, The (1994)"
405,559,5,Interview with the Vampire (1994)
69,235,3,Mars Attacks! (1996)
385,81,3,"Hudsucker Proxy, The (1994)"
233,828,4,Alaska (1996)
131,276,5,Leaving Las Vegas (1995)
294,1088,1,Double Team (1997)
116,346,4,Jackie Brown (1997)
476,792,4,Bullets Over Broadway (1994)
478,143,5,"Sound of Music, The (1965)"
429,282,3,"Time to Kill, A (1996)"
268,195,4,"Terminator, The (1984)"
373,778,5,Don Juan DeMarco (1995)
328,748,3,"Saint, The (1997)"
411,186,5,"Blues Brothers, The (1980)"
407,69,4,Forrest Gump (1994)
303,720,2,First Knight (1995)
358,382,2,"Adventures of Priscilla, Queen of the Desert, The (1994)"
286,411,2,"Nutty Professor, The (1996)"
378,778,3,Don Juan DeMarco (1995)
216,221,4,Breaking the Waves (1996)
474,736,3,Shadowlands (1993)
402,96,5,Terminator 2: Judgment Day (1991)
265,323,3,Dante's Peak (1997)
201,76,4,Carlito's Way (1993)
399,546,2,Broken Arrow (1996)
22,53,3,Natural Born Killers (1994)
327,874,3,Career Girls (1997)
473,273,5,Heat (1995)
159,588,2,Beauty and the Beast (1991)
176,246,5,Chasing Amy (1997)
176,343,2,Alien: Resurrection (1997)
18,654,4,Chinatown (1974)
244,92,4,True Romance (1993)
421,657,4,"Manchurian Candidate, The (1962)"
178,202,5,Groundhog Day (1993)
454,286,3,"English Patient, The (1996)"
118,180,5,Apocalypse Now (1979)
278,882,3,Washington Square (1997)
42,679,2,Conan the Barbarian (1981)
313,684,4,In the Line of Fire (1993)
40,269,1,"Full Monty, The (1997)"
202,423,3,E.T. the Extra-Terrestrial (1982)
458,178,4,12 Angry Men (1957)
474,1014,3,Romy and Michele's High School Reunion (1997)
450,1446,4,"Bye Bye, Love (1995)"
119,813,4,"Celluloid Closet, The (1995)"
463,250,4,"Fifth Element, The (1997)"
279,229,4,Star Trek III: The Search for Spock (1984)
423,1011,3,2 Days in the Valley (1996)
466,188,3,Full Metal Jacket (1987)
474,528,5,"Killing Fields, The (1984)"
259,185,4,Psycho (1960)
49,1080,4,Celestial Clockwork (1994)
200,495,3,Around the World in 80 Days (1956)
26,316,3,As Good As It Gets (1997)
321,61,5,Three Colors: White (1994)
463,950,3,Georgia (1995)
157,255,3,My Best Friend's Wedding (1997)
5,451,1,Grease (1978)
249,283,5,Emma (1996)
262,7,4,Twelve Monkeys (1995)
453,73,4,Maverick (1994)
49,561,2,Mary Shelley's Frankenstein (1994)
291,420,4,Alice in Wonderland (1951)
322,513,4,"Third Man, The (1949)"
442,873,2,Picture Perfect (1997)
10,357,5,One Flew Over the Cuckoo's Nest (1975)
303,198,4,Nikita (La Femme Nikita) (1990)
56,781,4,French Kiss (1995)
293,290,2,Fierce Creatures (1997)
291,412,3,"Very Brady Sequel, A (1996)"
151,939,4,Murder in the First (1995)
463,225,3,101 Dalmatians (1996)
303,324,3,Lost Highway (1997)
216,25,3,"Birdcage, The (1996)"
24,300,4,Air Force One (1997)
22,515,5,"Boot, Das (1981)"
363,431,2,Highlander (1986)
23,629,4,Victor/Victoria (1982)
466,265,3,"Hunt for Red October, The (1990)"
104,1115,4,Twelfth Night (1996)
313,8,3,Babe (1995)
447,180,5,Apocalypse Now (1979)
115,7,5,Twelve Monkeys (1995)
62,866,2,Michael (1996)
394,288,4,Scream (1996)
130,658,5,Pump Up the Volume (1990)
91,495,4,Around the World in 80 Days (1956)
368,89,4,Blade Runner (1982)
145,313,4,Titanic (1997)
376,663,3,Being There (1979)
184,210,4,Indiana Jones and the Last Crusade (1989)
6,200,3,"Shining, The (1980)"
101,111,2,"Truth About Cats & Dogs, The (1996)"
91,614,4,Giant (1956)
464,678,3,Volcano (1997)
347,118,4,Twister (1996)
305,904,4,Ma vie en rose (My Life in Pink) (1997)
455,56,5,Pulp Fiction (1994)
7,556,3,Wild Bill (1995)
378,559,4,Interview with the Vampire (1994)
279,367,3,Clueless (1995)
244,86,4,"Remains of the Day, The (1993)"
391,89,3,Blade Runner (1982)
342,209,5,This Is Spinal Tap (1984)
391,200,5,"Shining, The (1980)"
266,268,4,Chasing Amy (1997)
458,319,4,Everyone Says I Love You (1996)
276,86,3,"Remains of the Day, The (1993)"
